User_id,Total_Relevant_Books,Overlap_Rec_CB_Only,Overlap_Rec_CF_Only,Overlap_Rec_CB_Filtered_by_CF,Overlap_Rec_By_Multiplying_Scores,Overlap_Rec_Random
31366847,266,3,1,5,7,1
31429983,294,6,5,8,10,0
31454912,126,5,0,4,5,1
31468262,54,0,2,0,1,0
31514572,169,6,0,3,5,0
31690889,71,0,0,0,1,0
31766924,12,2,0,2,2,0
31766936,15,0,1,0,0,0
31766959,10,1,0,1,1,0
31766964,15,0,0,0,2,0
31766982,8,1,0,0,2,0
31767008,7,2,0,1,1,0
31802777,134,5,2,1,4,0
31960438,174,4,1,2,3,0
32053444,237,2,7,3,9,0
32106906,150,8,2,5,6,0
32516220,33,0,2,1,3,0
32516238,7,1,0,0,0,0
32516294,37,2,2,0,3,0
32516296,5,0,0,0,0,0
32611456,77,5,2,1,2,0
32747002,142,3,2,3,7,0
32762668,77,3,0,1,2,0
32810805,11,0,0,1,0,0
32810806,20,0,0,0,0,0
32810852,4,0,0,0,0,0
32810855,11,0,0,1,1,0
32823041,167,1,2,4,11,0
32921088,70,2,2,0,0,0
32985575,212,7,2,5,7,0
33008718,181,4,1,3,5,1
33042574,149,6,5,6,7,0
33144370,7,0,0,0,0,0
33207507,177,1,3,1,7,0
33274713,149,2,5,4,7,0
33409710,14,0,1,0,1,0
33409762,1,0,0,0,0,0
33409778,9,1,0,0,1,0
33455252,205,1,0,2,3,1
33567746,72,8,0,4,3,0
33737465,86,8,1,3,5,0
33751224,82,0,2,0,1,0
33850702,173,3,5,4,8,0
34026008,35,1,0,1,1,1
34119996,19,0,2,0,3,0
34125959,88,1,0,1,1,1
34321312,46,2,0,1,1,0
34443534,83,3,2,4,3,0
34613428,89,0,1,1,2,0
34658266,173,4,3,5,6,1
34734519,72,1,1,2,2,0
34807974,24,2,0,2,1,0
34807978,9,0,0,1,0,0
34808019,110,0,0,0,0,0
34808031,9,0,0,0,0,0
34808039,11,0,0,0,0,0
34808047,11,1,1,1,1,0
35005055,99,3,2,1,9,0
35080103,68,2,1,3,0,0
35279054,171,8,3,4,7,0
35301611,50,3,2,2,2,0
35433419,76,1,0,0,1,0
35614518,117,1,2,5,3,1
36026452,43,0,0,0,0,0
36032309,8,2,0,2,3,0
36032320,8,0,0,0,0,0
36032341,52,1,0,2,0,0
36032370,12,2,0,0,0,0
36032382,9,1,0,0,1,1
36032387,5,0,0,0,0,0
36032398,26,5,0,2,4,0
36032400,9,0,1,0,1,0
36032407,21,1,2,2,2,0
36146226,91,2,0,2,1,0
36160700,79,7,5,9,13,0
36561653,55,9,1,7,4,0
36583554,157,4,2,2,2,0
36693065,110,3,1,1,3,1
36867239,4,0,1,0,0,0
36867243,2,1,0,0,1,0
36867256,25,1,0,2,1,0
36867258,15,3,0,2,2,0
36867287,26,0,1,0,0,0
36867305,6,0,0,0,0,0
36867325,9,0,0,0,0,0
36969335,164,1,2,1,0,0
37606695,254,16,4,13,10,1
38024473,169,9,8,9,13,1
38107960,109,6,2,4,5,0
38573479,108,6,3,7,6,1
38608273,224,2,1,6,6,0
38726195,122,11,1,1,2,0
38803498,31,2,0,1,1,0
38812569,24,0,0,1,1,0
38886246,96,2,1,0,1,0
38889088,25,2,0,2,2,0
39025154,73,1,0,2,3,0
39045927,24,2,0,2,2,0
39045943,31,0,1,1,0,0
39045948,5,1,0,1,1,0
39170602,172,2,3,7,5,0
39509137,143,1,2,1,1,1
39767335,187,3,3,1,5,0
39958449,107,1,2,0,2,0
40153615,138,0,5,1,4,0
40284117,76,1,1,0,0,0
40425527,48,5,0,6,5,0
40437278,88,4,1,5,6,0
40478069,39,1,0,3,1,0
40583939,212,8,5,6,4,0
40590804,49,5,1,7,7,0
40737518,57,3,0,2,4,0
40984314,153,8,3,8,5,0
41365399,4,0,0,0,0,0
41648118,194,3,2,0,5,0
41736472,65,3,2,4,6,0
41748821,5,2,0,1,2,0
41748844,18,0,0,0,0,0
41748845,130,8,1,4,4,0
41748863,11,4,0,4,4,0
41748871,9,0,0,1,0,0
41748876,16,3,0,2,2,0
41748880,49,1,2,0,1,0
41748883,20,1,1,1,2,0
41748891,58,3,1,1,0,0
41748907,10,0,0,2,2,0
41788524,87,3,1,3,2,0
41948652,113,3,3,8,5,0
42138131,129,4,1,10,10,0
42255667,17,1,0,1,1,0
42255691,24,3,0,3,2,0
42255698,144,0,0,1,3,0
42255715,6,1,0,2,2,0
42255718,5,2,0,1,2,0
42255722,49,2,0,1,2,0
42255725,19,0,0,0,0,0
42316620,101,2,1,1,0,0
42319420,81,1,0,3,2,0
42365922,35,2,1,1,1,0
42482376,318,4,2,7,9,0
42482389,9,0,0,0,0,0
42482416,32,0,0,0,0,0
42523624,36,1,0,0,2,0
42742525,17,1,0,2,1,0
42769391,88,0,2,1,3,0
43020486,60,1,0,1,1,0
43342511,14,1,0,1,1,0
43408911,8,2,0,1,2,0
43408912,6,3,0,2,2,0
43408926,11,1,0,0,0,0
43408927,11,0,0,0,0,0
43408956,11,0,0,0,0,0
43408975,8,1,0,0,0,0
43408977,4,0,0,0,0,0
43408988,14,0,0,0,0,0
43539500,94,0,2,3,1,0
43542124,198,0,3,3,3,0
43583182,161,1,0,2,2,0
43680305,45,4,0,4,6,0
43821038,88,3,1,2,1,0
43832157,161,3,3,5,7,0
43906435,169,5,5,5,6,0
44016390,11,1,0,1,1,0
44016404,18,0,0,0,0,0
44016419,30,0,1,1,2,0
44016423,11,1,0,1,1,0
44016434,19,1,1,0,0,0
44016440,8,0,0,0,0,0
44030002,44,1,0,2,2,0
44082962,11,2,0,1,1,0
44192264,214,6,1,3,6,1
44344367,91,1,1,0,3,0
44406258,20,0,0,1,0,0
44487975,123,3,1,3,4,0
44488944,74,0,2,3,4,0
44731563,154,5,4,4,5,0
44794271,216,3,3,5,7,0
45147300,144,6,3,4,7,0
45198798,107,2,5,4,8,0
45234277,83,2,1,2,3,0
45322766,289,10,0,3,4,1
45322770,6,1,0,0,1,0
45322803,9,0,1,0,0,0
45322804,21,9,1,8,7,0
45483847,144,6,5,3,3,0
45663068,169,4,5,7,9,0
45765880,70,3,0,1,3,0
45824771,28,0,1,0,0,0
45876711,257,7,6,8,5,0
45941903,23,1,0,1,1,0
46688114,137,3,4,0,3,0
46689646,156,5,2,7,6,1
46723664,40,0,0,0,0,0
46784149,264,9,3,9,9,1
46935529,8,0,0,0,1,0
46935541,11,3,0,2,2,0
46935554,9,1,0,0,0,0
46935592,21,0,1,0,0,0
46935593,24,2,0,0,1,0
46978144,19,1,1,1,2,0
46978169,10,0,0,0,0,0
47207032,130,2,2,3,2,0
47208326,71,1,1,0,0,0
47221787,168,3,4,4,3,1
47627265,212,3,2,4,4,0
47973502,60,3,0,2,2,0
48159983,287,0,2,0,6,0
48251993,10,0,0,0,0,0
48308045,169,5,3,3,4,0
48477217,78,2,1,1,3,0
48487773,98,4,3,0,3,0
48566298,173,7,1,11,9,0
48604499,84,2,1,2,4,0
48856419,137,0,2,0,0,0
48985146,68,2,0,3,3,0
48992205,12,3,0,1,0,0
48992207,13,0,0,0,0,0
48992251,7,0,0,0,0,0
48992255,3,0,0,0,0,0
48992256,10,0,0,0,0,0
48992265,35,1,0,1,0,0
48992267,15,1,0,1,1,0
48992288,23,0,0,1,2,0
48993455,120,4,2,3,3,0
49413993,8,3,0,0,3,0
49414007,8,0,0,0,0,0
49414015,8,0,0,0,0,0
49414034,8,0,0,0,0,0
49414035,8,1,0,0,0,0
49414049,17,2,0,0,0,0
49414061,4,0,0,0,0,0
49608349,27,2,0,1,0,0
49608355,33,1,0,0,0,0
49608370,5,0,1,0,0,0
49608377,66,4,1,3,2,1
49608379,60,3,2,0,0,0
49849776,111,3,3,3,4,0
49849778,5,1,0,0,1,0
49849783,21,0,0,0,0,0
49849788,12,0,0,2,2,0
49849798,10,0,0,0,0,0
50043037,163,2,6,6,7,0
50864557,31,1,0,1,1,0
50910222,161,0,2,3,5,0
50939672,107,3,2,10,12,0
50970070,207,3,5,7,6,1
51059212,203,4,5,5,7,1
51322772,115,3,0,3,4,1
51360313,282,7,7,6,9,0
51468996,59,3,1,4,2,0
51544664,147,8,2,8,9,0
51629406,12,0,1,1,1,0
52219025,174,3,1,3,8,0
52256666,71,1,2,0,3,0
52447470,4,1,0,0,0,0
52447474,15,1,0,1,1,0
52447500,6,2,0,2,2,0
52489703,213,4,4,6,6,0
52612282,43,0,0,1,1,0
52886168,7,0,0,0,0,0
52886228,5,0,0,0,0,0
53070663,179,10,6,7,9,0
53278949,147,9,0,6,4,0
53330083,64,0,0,1,1,0
53488817,55,0,0,5,1,1
53982134,185,4,1,2,7,0
54079368,59,5,3,3,5,0
54182470,4,1,0,1,1,0
54182480,23,2,0,2,1,0
54182488,21,3,1,5,5,0
54182503,9,1,0,1,1,0
54182552,72,1,0,0,0,0
54182553,9,6,0,1,5,0
54396048,106,1,2,4,3,1
54496875,126,4,2,1,5,0
54670042,107,4,2,5,6,0
54682275,45,3,1,1,0,0
54727942,5,0,0,0,1,0
54727949,8,0,0,0,0,0
54728002,11,1,0,0,1,0
54728012,2,0,0,0,0,0
54872710,126,1,3,2,2,0
54967234,4,0,0,0,0,0
54967248,8,1,0,0,0,0
54967254,42,3,0,2,4,0
54967283,21,0,0,1,1,0
54967311,55,2,0,3,2,0
55102588,23,1,0,0,1,0
55421184,18,0,0,1,0,1
55431201,41,5,1,1,5,0
55447770,77,5,2,8,7,1
55728286,3,0,0,0,0,0
55728333,8,1,1,2,2,0
55800566,6,0,0,0,0,0
55800628,17,1,1,1,1,0
55800655,10,0,0,0,0,0
56104661,126,4,1,2,1,0
56181060,63,1,1,1,1,0
56270626,171,10,1,6,8,0
56362894,4,0,0,0,0,0
56362910,3,0,0,0,0,0
56362914,2,0,0,0,0,0
56362981,24,2,0,0,1,0
56532195,4,1,0,0,0,0
56532245,11,2,0,1,1,0
56532258,3,0,0,0,0,0
56532270,101,1,1,0,2,0
56532277,4,1,0,0,0,0
56793534,69,3,0,3,3,0
57637124,128,1,0,6,4,0
57814018,79,4,1,1,2,0
57894679,23,1,0,0,0,0
57894694,91,1,1,0,3,0
57894708,6,1,0,0,1,0
57894710,4,0,0,0,0,0
57894751,1,0,0,0,0,0
57894765,55,1,1,4,4,0
58037199,200,4,4,6,7,0
58330478,20,1,0,0,0,0
58351222,99,2,0,5,2,0
58457766,3,0,0,0,0,0
58684696,102,1,2,6,6,0
58882300,175,6,4,4,6,0
58891395,133,4,1,6,7,0
59256176,14,2,0,3,3,0
59256180,31,3,0,2,1,0
59340037,66,0,3,0,4,0
59512872,160,2,2,1,6,0
59531221,63,7,1,3,5,0
59803123,156,6,2,5,7,0
59895373,157,1,1,4,5,0
60147329,104,2,4,1,2,0
60360608,108,5,1,4,5,0
60811428,109,4,1,2,2,0
60968450,52,5,0,1,2,0
61103878,6,0,0,0,0,0
61103904,10,6,0,2,6,0
61103909,7,2,0,1,2,0
61103914,71,2,1,4,3,0
61207972,4,0,0,0,0,0
61208009,7,0,0,1,0,0
61208028,6,0,0,0,0,0
61208033,7,0,0,0,0,0
61368217,42,7,0,5,5,0
62359487,10,0,0,0,0,0
62359499,64,1,0,1,2,0
62359521,2,0,0,0,0,0
62359541,11,3,0,1,2,0
62359555,7,3,0,0,2,0
62359556,23,0,1,0,0,0
62359563,11,1,0,0,0,0
62373939,83,1,1,1,2,0
62464532,83,4,2,2,4,0
62566585,164,7,1,5,5,1
62731997,54,0,1,0,0,0
62787798,14,1,0,1,1,0
62927648,8,0,0,0,0,0
62927649,44,2,1,1,1,0
62927651,5,0,0,0,0,0
62927652,3,0,0,0,0,0
63039564,56,1,1,1,1,0
63175440,124,2,3,5,7,0
63208827,19,0,0,0,0,0
63335601,209,5,10,5,11,0
63335724,126,0,1,0,0,0
63369803,247,5,4,11,12,1
63413946,142,3,1,5,3,0
63415625,173,11,6,11,14,0
63531944,140,3,2,4,5,0
63593203,133,3,3,0,5,0
63638493,35,0,0,1,1,0
63948336,9,3,0,1,1,0
63948342,15,2,0,2,2,0
63948363,6,0,0,1,1,0
63948379,115,1,1,1,2,0
63948418,49,0,0,0,0,0
64054471,88,1,0,1,3,0
64075211,219,10,4,12,12,0
64146124,116,5,3,4,5,1
64318901,176,6,9,10,12,0
64945817,70,0,2,0,4,0
65212807,7,1,0,1,1,0
65319403,58,2,0,3,1,0
65462783,6,0,0,0,0,0
65509238,11,2,0,1,1,0
65744846,21,0,0,0,0,0
65744860,7,2,0,1,1,0
65744894,18,4,0,3,4,0
65919949,9,0,0,1,0,0
66432581,75,0,0,0,0,0
66623208,70,3,0,2,3,0
66894532,123,7,2,4,5,0
66897940,82,5,2,3,1,0
67037297,122,4,2,3,1,0
67305715,115,5,3,3,3,0
67700259,182,7,1,2,4,0
68202887,18,0,0,1,1,0
68605324,10,1,0,1,1,0
68605370,7,1,0,1,1,0
68692455,50,4,1,7,4,0
68736908,216,9,4,12,14,0
68898067,12,1,1,0,1,0
68898089,39,2,1,3,1,0
68898108,4,0,0,0,0,0
68979336,29,2,0,2,5,0
69048695,75,1,1,3,5,0
69099009,59,0,3,2,4,0
69102754,110,4,0,5,3,0
69347890,31,1,0,2,0,0
69431473,182,17,3,10,10,1
69607651,50,6,0,2,3,0
69723886,104,7,4,6,10,0
70208371,41,4,0,0,0,0
70864238,14,2,0,3,1,0
70893628,76,6,2,4,4,0
71000033,47,2,0,3,4,0
71031454,91,5,0,4,3,0
71083969,10,0,0,0,0,0
71084016,4,0,0,0,0,0
71084029,36,0,0,0,0,0
71084049,3,0,0,0,0,0
71084676,9,1,0,0,1,0
71173717,31,0,2,0,1,0
71305176,75,6,1,3,3,0
71513848,4,0,0,0,0,0
71513864,27,1,0,0,1,0
71792610,127,4,3,7,10,0
72002150,38,0,1,0,1,0
72175125,15,2,0,0,1,0
72361283,8,0,0,0,0,0
72490453,37,6,0,3,4,0
72511833,165,7,3,8,7,0
72672618,62,1,1,1,2,0
73003854,274,4,10,3,11,0
73200741,89,3,2,2,2,0
73273719,30,0,1,1,1,0
73273761,1,0,0,0,0,0
73307293,93,7,1,6,4,1
73365971,153,4,0,1,6,0
73663514,21,0,0,1,1,0
73663520,127,3,5,4,6,0
73792866,207,6,2,5,5,0
74101898,25,0,1,0,0,0
74181554,4,0,0,0,0,0
74181625,22,1,0,0,0,0
74226493,30,0,0,2,3,0
74264103,58,1,0,1,1,0
74448470,151,7,2,4,7,1
75449389,84,2,1,0,2,0
75579293,19,1,0,1,1,0
75608568,60,3,2,2,1,0
75633669,7,1,0,1,1,0
75633684,14,1,0,0,0,0
75633688,18,0,0,2,1,0
75633698,8,0,0,1,1,0
75683723,18,2,0,1,1,0
75825347,69,3,1,2,2,0
75895939,118,6,2,2,2,0
75953902,216,10,4,7,9,0
76024891,18,4,1,3,2,0
76024901,4,0,0,0,0,0
76024968,3,0,0,0,0,0
76400901,147,2,4,5,5,0
76492768,4,0,0,0,0,0
76583164,72,2,3,2,2,0
76634779,6,1,0,0,0,0
76634824,43,2,1,2,1,0
76637523,111,0,1,4,5,0
76960449,38,0,2,0,2,0
77045638,148,4,3,6,3,0
77190757,124,3,2,1,5,0
77273135,54,4,1,3,2,0
77319931,2,0,0,0,0,0
77319979,6,1,0,0,0,0
77319982,3,0,0,0,0,0
77320014,8,1,0,0,0,0
77346576,146,1,3,1,4,0
77686200,146,8,2,4,7,1
78561206,4,0,0,0,0,0
79421694,45,6,1,6,7,0
80135631,4,0,0,1,0,0
80135633,3,0,0,0,0,0
80135645,10,1,0,1,1,0
80135697,4,0,0,0,0,0
80218649,59,3,1,3,2,0
80269064,8,0,0,0,0,0
80269069,7,0,0,0,0,0
80269127,10,0,0,0,0,0
80405974,153,1,2,1,3,0
80501193,17,0,1,0,0,0
80590792,8,1,0,0,0,0
80590796,22,2,0,1,2,0
80590807,15,2,0,1,2,0
80944613,91,5,1,4,8,0
81028573,101,0,1,1,1,0
81028644,5,2,1,1,1,0
81077542,68,1,1,2,5,0
81324881,134,1,2,1,1,0
81348472,103,0,6,3,1,0
81378591,11,2,0,2,3,0
81378626,11,1,0,0,0,0
81378663,64,3,2,1,3,0
81412316,16,1,1,0,2,0
81412345,8,0,0,0,0,0
81412351,9,1,0,0,0,0
81412360,39,0,0,2,1,0
81412363,14,3,1,2,3,0
81412364,9,0,0,2,2,0
81625460,8,5,1,3,2,1
81676065,41,6,0,6,7,0
81717809,10,0,0,1,0,0
82475844,66,3,2,6,5,0
82867431,182,8,1,9,9,0
82949374,66,1,0,1,3,0
82991683,189,6,2,7,10,1
83369702,0,0,0,0,0,0
83369722,17,0,0,0,0,0
83369731,12,1,0,0,0,0
83909817,105,7,2,6,3,0
83930721,4,0,0,1,1,0
83930737,9,0,0,1,0,0
83930790,3,0,0,1,0,0
83957431,34,0,1,1,2,0
84663688,63,0,0,1,0,0
84888848,36,3,1,4,5,0
85409845,95,3,0,6,4,0
85441085,13,0,0,0,0,0
85441095,39,2,0,3,4,0
85441114,9,0,0,0,0,0
85441117,51,4,0,3,3,0
85441120,5,1,0,0,0,0
85939084,4,0,0,0,0,0
85939119,4,0,0,0,0,0
85939125,5,0,0,0,0,0
85997990,9,0,0,1,1,0
85999134,200,4,4,3,8,1
86369835,10,0,1,0,0,0
86416206,9,1,0,0,0,0
86416231,12,0,0,0,0,0
86416233,8,1,0,1,1,0
86416252,9,2,0,2,2,0
86416267,9,1,1,1,1,0
86416275,9,1,1,0,0,0
86416280,20,1,1,1,1,0
86416299,26,0,0,0,0,0
86929175,10,0,0,0,0,0
86929199,8,0,0,0,1,0
86929200,9,0,0,0,0,0
86929239,24,0,0,0,0,0
86929252,5,0,0,0,0,0
86929262,26,0,0,0,0,0
87014677,109,3,2,2,5,0
87389104,55,5,1,2,2,0
87389125,6,0,0,0,0,0
87389154,16,0,0,1,0,0
87801482,45,0,1,1,2,0
87976279,54,5,0,2,1,1
88154195,55,3,1,3,2,0
88528546,89,2,2,3,2,0
88567908,26,0,1,3,3,0
88567928,13,2,0,1,1,0
88702357,200,7,6,2,10,1
89123022,96,1,4,3,1,0
89838375,68,3,4,3,5,0
89964678,31,2,1,0,0,0
90029658,2,0,0,0,0,0
90029671,22,1,1,0,0,0
90092056,11,0,0,0,0,0
90092063,59,0,0,0,0,0
90191726,36,0,1,0,1,0
90266293,8,1,1,0,0,0
90266375,4,2,0,0,2,0
90494494,188,7,3,6,10,0
90518033,15,1,0,2,3,0
90518101,8,0,0,0,0,0
90905065,9,3,1,2,2,0
90927780,159,8,5,10,11,1
91244607,249,6,1,2,5,0
91405664,144,11,1,10,7,0
91457061,53,3,1,3,4,0
91702291,29,0,0,1,0,0
91702292,16,1,0,0,0,0
91702320,2,0,0,0,0,0
91702337,25,2,0,1,0,0
91702345,3,0,0,0,0,0
91815928,4,2,0,0,0,0
91815953,5,0,0,0,0,0
91889888,111,6,1,4,2,0
92134696,3,1,1,1,1,0
92134717,3,0,0,0,0,0
92134733,7,0,0,0,0,0
92134735,27,3,0,1,2,0
92327755,89,2,1,3,4,0
92646763,37,0,0,0,0,0
92667123,133,10,6,4,12,0
92806300,41,1,1,0,0,0
92806385,8,0,0,0,0,0
92954970,18,1,0,1,1,0
92962301,67,1,3,1,5,0
93341192,82,5,1,1,4,0
93628736,80,4,3,6,2,0
94227801,200,3,3,4,8,0
94458221,7,0,0,0,0,0
94611523,152,6,3,7,7,1
94778208,9,0,0,1,1,0
94784054,7,0,0,0,0,0
94784062,26,4,0,3,3,0
95330526,50,2,1,2,3,0
95580860,144,7,4,7,6,0
95922940,126,3,1,7,7,0
96481065,186,6,5,8,8,0
96547328,12,1,0,0,0,0
96572764,59,4,0,3,1,0
96623733,14,2,0,1,0,0
97136105,6,0,0,0,0,0
97136124,4,0,0,1,0,0
97136143,70,12,1,6,6,0
97169546,187,7,3,4,5,0
97358811,226,6,3,7,8,2
97614461,121,3,1,1,2,0
97652582,18,0,0,0,0,0
97652660,9,1,0,0,0,0
98338379,77,2,0,0,0,1
98855486,4,1,0,1,1,0
98893763,7,0,0,0,0,0
98893839,7,0,0,0,0,0
98893846,58,2,1,2,3,0
98909185,6,0,0,1,1,0
100759205,48,2,0,2,0,0
100798944,76,3,2,5,4,0
100918442,31,4,0,4,2,0
101216794,5,1,0,0,0,0
101319512,19,0,0,0,0,0
101319565,16,2,1,3,2,0
101358081,121,1,1,3,5,0
101676923,93,3,1,4,1,0
101771308,3,0,0,1,1,0
101771341,11,1,0,1,0,0
101771362,5,3,0,2,2,0
102939971,131,4,2,3,5,0
103176243,55,2,0,2,1,0
103237414,5,0,0,0,0,0
103871652,5,4,0,3,4,0
103871668,3,0,0,0,0,0
103871703,2,0,0,0,0,0
103886709,164,6,4,1,5,0
103935857,79,6,4,4,7,0
104791668,99,6,1,4,5,0
105086463,116,0,1,0,1,0
105153674,101,3,4,3,6,0
105922192,110,1,3,0,2,0
106186720,76,2,3,3,4,0
106299121,118,2,1,3,2,0
106505095,24,0,0,0,1,0
106505147,91,3,2,5,6,0
106505178,10,0,0,2,2,0
106505181,23,0,0,1,2,0
106535023,10,0,0,0,0,0
106535072,6,1,0,0,0,0
106675807,46,1,0,0,1,0
106941014,69,3,3,5,7,1
106972854,57,1,1,3,2,0
107277980,5,0,0,1,0,0
107277981,11,0,0,0,0,0
107278052,18,0,0,1,0,0
107645168,5,2,0,1,2,0
107658832,132,3,2,5,6,0
107855738,59,8,1,4,2,0
107896341,23,2,0,0,0,0
107953131,65,5,0,5,1,0
107961518,90,2,0,2,0,1
107972207,106,5,2,4,4,0
107981330,79,0,1,1,2,0
108124358,77,1,1,0,2,0
108144201,46,7,0,3,2,0
108211684,35,0,2,1,1,0
108239392,22,0,0,0,0,0
108290202,81,0,2,1,2,0
108294503,62,2,0,3,1,0
108375870,37,7,0,2,2,0
108408285,98,3,1,1,1,0
108759418,68,2,1,1,2,0
108980654,246,8,7,13,14,0
108980676,3,0,0,0,0,0
108980690,40,4,0,2,1,1
108980698,8,1,0,0,0,0
108980699,11,1,0,0,0,0
108980702,8,1,0,1,0,0
108980710,5,0,0,0,0,0
108980725,34,3,0,1,1,0
108980748,8,1,0,1,1,0
109554673,54,1,1,3,5,0
109724735,126,5,0,5,7,0
109763797,51,2,3,2,7,0
110193432,11,1,0,1,0,0
110472595,155,9,0,5,6,0
110688574,61,1,2,0,3,0
110797867,21,6,0,1,1,0
110811630,113,5,2,4,8,0
110909704,14,2,0,1,1,0
111605907,28,2,0,1,2,0
111776220,29,0,0,0,0,1
111987683,6,1,0,2,1,0
112404546,45,0,0,0,0,0
112607011,32,1,0,1,0,0
112827298,49,0,0,2,1,0
113027714,39,5,1,1,3,0
113225509,85,2,0,4,5,1
113260117,147,4,0,2,5,0
113454820,43,6,2,8,6,0
113463168,70,4,1,5,5,1
113710648,21,1,0,0,1,0
113710669,70,1,1,2,1,0
113710740,31,3,1,1,2,0
114284793,26,2,0,0,1,0
114384475,102,1,4,3,6,0
114403039,97,2,5,3,5,0
114727594,69,4,1,4,2,0
114780411,51,0,1,0,0,0
114911197,11,2,0,1,1,0
114922066,88,2,4,4,3,0
115445698,7,1,0,0,0,0
115638618,34,3,2,4,3,0
115728716,1,0,0,0,0,0
115728802,21,1,2,1,1,0
115926103,94,1,2,3,2,0
116297579,170,1,5,1,4,0
116551299,100,9,1,5,6,0
116853578,53,5,0,2,1,0
116869996,21,0,0,0,0,0
116873199,23,0,1,1,1,0
117078294,25,2,0,0,0,0
117254654,195,4,7,3,8,0
117335910,63,0,2,1,4,0
117743109,30,4,0,2,1,1
117995659,30,0,0,0,0,0
118079467,208,7,2,5,6,1
118091953,11,2,0,1,1,0
118091971,8,2,0,2,2,0
118092024,18,2,1,0,1,0
118092030,5,0,0,0,0,0
118246731,103,5,1,4,4,1
118300810,139,0,2,2,3,0
118960851,87,5,4,6,8,0
119049215,50,3,1,4,4,0
119154842,64,0,3,4,5,0
119202667,5,1,0,1,1,0
119202672,2,0,0,0,0,0
119236950,2,0,0,0,0,0
119236976,16,2,0,1,1,0
119236984,13,1,0,0,0,0
119348478,26,0,2,2,2,0
119702075,211,6,5,7,7,1
119892866,57,0,3,1,3,0
120293936,91,2,0,2,2,0
120412463,32,0,0,2,1,0
120943636,4,0,0,0,0,0
121347338,39,5,1,2,1,0
121425480,60,0,1,3,4,0
121479660,36,0,0,3,2,0
121526356,241,15,4,10,8,2
121545980,70,4,1,2,2,0
121615497,117,1,0,3,2,0
121826184,19,1,0,2,1,1
121965114,67,5,0,3,4,0
122348774,115,4,4,5,7,0
122428698,230,6,5,8,12,0
122468404,9,1,0,0,1,0
122483600,10,0,0,0,0,0
122515554,67,1,1,3,1,0
123045038,136,0,3,2,5,1
123478578,139,2,3,6,4,0
123757336,10,1,2,0,0,0
123757416,39,12,1,3,4,0
123907160,8,0,1,1,1,0
124012990,112,4,0,5,5,0
124228705,74,0,3,3,2,0
124228728,3,0,0,0,0,0
124370353,12,1,0,1,2,0
124370447,41,4,2,5,5,1
124586352,88,11,2,4,4,0
124625704,142,7,3,3,5,0
124632219,79,9,1,6,4,0
125503395,54,0,1,0,1,0
125593801,112,10,0,8,6,0
125705021,35,0,0,0,0,1
125705079,10,1,0,1,1,0
125705114,3,0,0,0,0,0
125816801,19,4,0,1,1,0
125816820,2,0,0,0,0,0
126423185,41,2,1,3,2,0
126428202,44,4,1,5,3,0
126792087,94,2,1,3,6,0
126925370,103,2,4,1,3,1
127039483,57,1,0,3,0,0
127103179,132,1,2,1,2,0
127263412,63,3,1,7,3,0
127396936,73,3,3,2,7,0
127498758,30,0,0,0,0,0
127596472,21,5,0,1,2,0
127621065,96,2,2,3,4,0
127629111,87,4,4,3,6,0
127641873,93,1,2,1,3,0
127644522,15,0,1,0,0,0
127645342,84,3,1,2,1,0
127659455,77,3,0,6,5,0
127756277,114,3,2,2,2,0
127793844,105,0,3,1,5,0
127981416,33,0,1,0,0,0
127998984,61,8,2,3,2,0
128060463,34,0,1,2,2,0
128105632,36,0,1,1,1,0
128346497,50,8,1,1,2,0
128401129,4,0,0,1,1,0
128527676,18,0,0,0,1,0
128527774,67,1,1,1,3,0
128606316,85,1,1,2,3,0
128641157,280,6,8,3,15,0
128756931,54,2,1,2,3,0
128763952,144,7,1,10,6,1
128877981,21,0,0,1,0,0
128939909,77,3,2,2,4,1
129306116,43,3,1,4,2,0
129306138,3,0,0,0,0,0
129306143,6,0,0,0,0,0
129306179,31,3,0,0,1,0
129306187,4,1,0,0,1,0
129892019,306,6,2,5,6,0
129917410,102,5,1,3,4,0
129919968,46,2,1,1,1,0
130529823,55,2,3,1,2,0
130937561,64,7,0,3,4,0
131020767,80,0,2,2,2,0
131073831,58,3,2,2,1,0
131340626,50,1,0,0,0,0
131459397,8,0,1,0,0,0
131459411,23,3,2,0,0,0
131504254,52,1,0,1,0,0
131614645,44,2,0,2,2,0
131886497,42,2,1,1,1,0
131886546,2,0,0,0,0,0
131886553,6,0,0,0,0,0
131892251,21,2,0,3,3,0
132010016,71,4,0,4,4,0
132170318,59,2,1,2,1,0
132445143,77,1,1,3,3,0
132751434,52,13,0,11,13,0
132758245,8,0,0,0,0,0
132758272,3,0,0,0,0,0
132758283,3,0,0,0,0,0
132758289,9,1,0,1,1,0
132836636,37,0,0,0,0,0
133033927,49,2,1,3,3,1
133546057,114,6,1,3,3,0
133580396,103,2,2,5,4,0
133627017,84,3,1,2,1,0
133880734,41,2,0,2,1,0
133938051,30,1,1,1,1,0
134053087,18,7,0,4,6,0
134507234,107,4,1,4,3,0
134780067,3,1,0,0,0,0
134780158,4,0,0,0,0,0
134874120,141,4,0,2,2,0
134977877,102,3,1,1,5,0
135180089,76,5,1,6,6,0
135180099,28,0,0,1,1,0
135180130,14,6,0,1,4,0
135360895,46,7,0,7,4,0
