"category","genres","votes","title","description","author_name","author_about","avatar_url","pages","rating","num_ratings","num_reviews","publication_info","img_url","book_url","ratings_hist","want_to_read_num","current_read_num"
"Romance","['Romance', 'Enemies To Lovers', 'Contemporary', 'Dark Romance', 'Contemporary Romance', 'New Adult', 'Mafia Romance']","17513","The Kiss Thief","They say your first kiss should be earned.  Mine was stolen by a devil in a masquerade mask under the black Chicago sky.  They say the vows you take on your wedding day are sacred.  Mine were broken before we left church.  They say your heart only beats for one man.  Mine split and bled for two rivals who fought for it until the bitter end.  I was promised to Angelo Bandini, the heir to one of the most powerful families in the Chicago Outfit.  Then taken by Senator Wolfe Keaton, who held my father’s sins over his head to force me into marriage.  They say that all great love stories have a happy ending.  I, Francesca Rossi, found myself erasing and rewriting mine until the very last chapter.  One kiss. Two men. Three lives. Entwined together.  And somewhere between these two men, I had to find my forever.","L.J. Shen","L.J. Shen is a New York Times, USA Today, WSJ, Washington Post and #1 Amazon Kindle Store bestselling author of contemporary romance books. She writes angsty books, unredeemable anti-heroes who are in Bill Gates's tax bracket, and sassy heroines who bring them to their knees (for more reasons than one).Keep up with L.J. on all platforms:Newsletter Sign up ➜ https://bit.ly/3LhsIrbInstagram➜ shorturl.at/cDJRZTikTok ➜ shorturl.at/frw59Facebook➜ https://goo.gl/fKCSo4Website ➜ www.authorljshen.com","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1742307524i%2F13531492._UX200_CR0%2C25%2C200%2C200_.jpg&w=256&q=75","320","3.84","116433","11595","June 6, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544101164l/41450662._SY475_.jpg","https://www.goodreads.com/book/show/41450662-the-kiss-thief?from_choice=true","['40,497 (34%)', '36,471 (31%)', '24,780 (21%)', '9,270 (7%)', '5,415 (4%)']","144572","19004"
"Romance","['Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Chick Lit', 'Contemporary Romance', 'Adult']","17495","The Flatshare","Alternate cover edition of ISBN 9781250295637Tiffy and Leon share an apartment. Tiffy and Leon have never met.After a bad breakup, Tiffy Moore needs a place to live. Fast. And cheap. But the apartments in her budget have her wondering if astonishingly colored mold on the walls counts as art.Desperation makes her open minded, so she answers an ad for a flatshare. Leon, a night shift worker, will take the apartment during the day, and Tiffy can have it nights and weekends. He’ll only ever be there when she’s at the office. In fact, they’ll never even have to meet.Tiffy and Leon start writing each other notes – first about what day is garbage day, and politely establishing what leftovers are up for grabs, and the evergreen question of whether the toilet seat should stay up or down. Even though they are opposites, they soon become friends. And then maybe more.But falling in love with your roommate is probably a terrible idea…especially if you've never met.What if your roommate is your soul mate? A joyful, quirky romantic comedy, Beth O'Leary's The Flatshare is a feel-good novel about finding love in the most unexpected of ways.","Beth O'Leary","Beth studied English at university before going into children’s publishing. She lives as close to the countryside as she can get while still being within reach of London, and wrote her first novel, The Flatshare, on her train journey to and from work.You’ll usually find her curled up with a book, a cup of tea, and several woolly jumpers (whatever the weather). ","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1546818419i%2F13038484._UX200_CR0%2C23%2C200%2C200_.jpg&w=256&q=75","328","3.99","436087","47687","April 10, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597355643l/41150287._SY475_.jpg","https://www.goodreads.com/book/show/41150287-the-flatshare?from_choice=true","['139,713 (32%)', '183,164 (42%)', '88,592 (20%)', '18,928 (4%)', '5,690 (1%)']","377744","13647"
"Romance","['Romance', 'Enemies To Lovers', 'New Adult', 'High School', 'Contemporary', 'Dark Romance', 'Contemporary Romance']","13891","Pretty Reckless","Penn Scully has had four years to stew on what Daria Followhill did to him, and now his heart is completely iced over.He took her first kiss, and she took away the only person he ever loved.He asked her to save the rest of her firsts for him, and she walked all over his heart in stiletto heels and left it bleeding out on a bright summer day.Now, everything has changed.When circumstances leave Penn homeless in his senior year, the Followhills take him in as their latest shiny project. That means, for the time being, he's Daria's housemate, living right across the hall.And once he sees her again, he's determined to make this spoiled princess pay for ruining the only good thing in his life.But Daria is used to being misunderstood. Being slammed for every snarky comment, cynical eye roll, and foot she puts in the way of the people who hurt her.Being the girl everyone wants to see cry, and keeping her tears hidden. Penn wanted her firsts, but she wants to be his last everything.The problem is, once they see past each other's cutting barbs and wounded hearts, the truths they uncover might just start something new altogether.","L.J. Shen","L.J. Shen is a New York Times, USA Today, WSJ, Washington Post and #1 Amazon Kindle Store bestselling author of contemporary romance books. She writes angsty books, unredeemable anti-heroes who are in Bill Gates's tax bracket, and sassy heroines who bring them to their knees (for more reasons than one).Keep up with L.J. on all platforms:Newsletter Sign up ➜ https://bit.ly/3LhsIrbInstagram➜ shorturl.at/cDJRZTikTok ➜ shorturl.at/frw59Facebook➜ https://goo.gl/fKCSo4Website ➜ www.authorljshen.com","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1742307524i%2F13531492._UX200_CR0%2C25%2C200%2C200_.jpg&w=256&q=75","360","4.05","79303","7631","April 21, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554895598l/39709060._SY475_.jpg","https://www.goodreads.com/book/show/39709060-pretty-reckless?from_choice=true","['32,836 (41%)', '26,211 (33%)', '13,706 (17%)', '4,277 (5%)', '2,273 (2%)']","105296","13999"
"Romance","['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Contemporary Romance', 'Chick Lit', 'Adult']","13432","The Girl He Used to Know","What if you had a second chance at first love?Annika Rose likes being alone. She feels lost in social situations, saying the wrong thing or acting the wrong way. She just can't read people. She prefers the quiet solitude of books or playing chess to being around others. Apart from Jonathan. She liked being around him, but she hasn't seen him for ten years. Until now that is. And she's not sure he'll want to see her again after what happened all those years ago. Annika Rose likes being alone.Except that, actually, she doesn't like being alone at all.","Tracey Garvis Graves","Tracey Garvis Graves is the New York Times, Wall Street Journal, and USA Today bestselling author of contemporary fiction. Her debut novel, On the Island, spent 9 weeks on the New York Times bestseller list, has been translated into thirty-six languages, and is in development for a feature film. She is also the author of Uncharted, Covet, Every Time I Think of You, Cherish, Heart-Shaped Hack, White-Hot Hack, The Girl He Used to Know, Heard It in a Love Song, and The Trail of Lost Hearts. She is hard at work on her next book.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1494713772i%2F5193034._UY200_CR49%2C0%2C200%2C200_.jpg&w=256&q=75","291","3.93","51395","7350","April 2, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527367695l/36117813.jpg","https://www.goodreads.com/book/show/36117813-the-girl-he-used-to-know?from_choice=true","['15,709 (30%)', '20,669 (40%)', '11,395 (22%)', '2,913 (5%)', '709 (1%)']","83019","2768"
"Romance","['Romance', 'Fiction', 'Contemporary', 'Retellings', 'Contemporary Romance', 'Adult', 'Audiobook']","6287","Ayesha at Last","
A modern-day Muslim Pride and Prejudice for a new generation of love.
Ayesha Shamsi has a lot going on. Her dreams of being a poet have been set aside for a teaching job so she can pay off her debts to her wealthy uncle. She lives with her boisterous Muslim family and is always being reminded that her flighty younger cousin, Hafsa, is close to rejecting her hundredth marriage proposal. Though Ayesha is lonely, she doesn't want an arranged marriage. Then she meets Khalid, who is just as smart and handsome as he is conservative and judgmental. She is irritatingly attracted to someone who looks down on her choices, and who dresses like he belongs in the seventh century.When a surprise engagement is announced between Khalid and Hafsa, Ayesha is torn between how she feels about the straightforward Khalid and the unsettling new gossip she hears about his family. Looking into the rumors, she finds she has to deal with not only what she discovers about Khalid, but also the truth she realizes about herself.","Uzma Jalaluddin","I write funny, nuanced stories about Muslims, South Asians, Canadians, people. MUCH ADO ABOUT NADA (June 2023), THREE HOLIDAYS AND A WEDDING (Sept 2023), HANA KHAN CARRIES ON (2021) and AYESHA AT LAST (2019). Find out more at www.uzmajalaluddin.com and thanks for visiting!","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1546567344i%2F17116611._UY200_CR49%2C0%2C200%2C200_.jpg&w=256&q=75","351","3.86","26495","4757","June 12, 2018","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563944093l/50206920._SX318_SY475_.jpg","https://www.goodreads.com/book/show/50206920-ayesha-at-last?from_choice=true","['6,242 (23%)', '12,177 (45%)', '6,539 (24%)', '1,223 (4%)', '314 (1%)']","50987","916"
"Romance","['Contemporary', 'Fiction', 'Audiobook', 'Contemporary Romance', 'Chick Lit', 'Adult', 'Romance']","5970","The Friend Zone","Kristen Petersen doesn't do drama, will fight to the death for her friends, and has no room in her life for guys who just don't get her. She's also keeping a big secret: facing a medically necessary procedure that will make it impossible for her to have children.Planning her best friend's wedding is bittersweet for Kristen -- especially when she meets the best man, Josh Copeland. He's funny, sexy, never offended by her mile-wide streak of sarcasm, and always one chicken enchilada ahead of her hangry. Even her dog, Stuntman Mike, adores him. The only catch: Josh wants a big family someday. Kristen knows he'd be better off with someone else, but as their attraction grows, it's harder and harder to keep him at arm's length.","Ab","Abby Jimenez is a Food Network winner, #1 New York Times best selling author of Just for the Summer, and recipient of the 2022 Minnesota Book Award for her novel Life's Too Short. Her book Yours Truly was the first romance novel in the history of Book of the Month to win the coveted Dolly Award for Book of the Year. Abby founded Nadia Cakes out of her home kitchen back in 2007. The bakery has since gone on to win numerous Food Network competitions and, like her books, has amassed an international following. Abby loves a good romance, coffee, doglets, and not leaving the house.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1651706989i%2F18446724._UX200_CR0%2C26%2C200%2C200_.jpg&w=256&q=75","384","3.90","343103","34874","June 11, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554144047l/42785825.jpg","https://www.goodreads.com/book/show/42785825-the-friend-zone?from_choice=true","['106,456 (31%)', '132,591 (38%)', '75,314 (21%)', '21,610 (6%)', '7,132 (2%)']","322524","16884"
"Romance","['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Chick Lit', 'Contemporary Romance', 'Adult']","5142","The Wedding Party","Maddie and Theo have two things in common:1. Alexa is their best friend2. They hate each otherAfter an “Oops, we made a mistake” kiss, neither one can stop thinking about the other. With Alexa’s wedding rapidly approaching, Maddie and Theo both share bridal party responsibilities that require more interaction with each other than they’re comfortable with. Underneath the sharp barbs they toss at each other is a simmering attraction that won’t fade. It builds until they find themselves sneaking off together to release some tension when Alexa isn’t looking.But as with any engagement with a nemesis, there are unspoken rules that must be abided by. First and foremost, don’t fall in love.","Jasmine Guillory","Jasmine Guillory is a New York Times bestselling author of nine novels including The Wedding Date, the Reese's Book Club selection The Proposal, and Flirting Lessons. Her work has appeared in The Wall Street Journal, Cosmopolitan, Bon Appetit, and Time, and she is a frequent book contributor on The Today Show. She lives in Oakland, California.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1740979251i%2F16287225._UY200_CR49%2C0%2C200%2C200_.jpg&w=256&q=75","337","3.77","55352","4692","July 16, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544056222l/42599067.jpg","https://www.goodreads.com/book/show/42599067-the-wedding-party?from_choice=true","['11,314 (20%)', '23,795 (42%)', '16,926 (30%)', '2,804 (5%)', '513 (<1%)']","57195","2133"
"Romance","['Romance', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Fiction', 'Chick Lit', 'Adult']","4748","Meet Cute","Talk about an embarrassing introduction. On her first day of law school, Kailyn ran quite literally into the actor she crushed on as a teenager, ending with him sprawled on top of her. Mortified to discover the Daxton Hughes was also a student in her class, her embarrassment over their meet-cute quickly turned into a friendship she never expected. Of course, she never saw his betrayal coming either...Now, eight years later, Dax is in her office asking for legal advice. Despite her anger, Kailyn can't help feeling sorry for the devastated man who just became sole guardian to his thirteen-year-old sister. But when her boss gets wind of Kailyn's new celebrity client, there's even more at stake than Dax's custody issues: if she gets Dax to work at their firm, she'll be promoted to partner.The more time Kailyn spends with Dax and his sister, the more she starts to feel like a family, and the more she realizes the chemistry they had all those years ago is as fresh as ever. But will they be able to forgive the mistakes of the past, or will one betrayal lead to another?","Helena Hunting","Helena Hunting is the author of The USA Today and NYT bestselling PUCKED Series. She lives on the outskirts of Toronto with her incredibly tolerant family and two moderately intolerant cats. She writes everything from romantic sports comedy to new adult angst.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1554517037i%2F7226675._UX200_CR0%2C0%2C200%2C200_.jpg&w=256&q=75","384","3.73","50925","5556","April 9, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536852275l/41063454.jpg","https://www.goodreads.com/book/show/41063454-meet-cute?from_choice=true","['10,971 (21%)', '20,683 (40%)', '14,691 (28%)', '3,689 (7%)', '891 (1%)']","67247","2162"
"Romance","['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Audiobook', 'Enemies To Lovers']","4257","Well Met","Emily knew there would be strings attached when she relocated to the small town of Willow Creek, Maryland, for the summer to help her sister recover from an accident, but who could anticipate getting roped into volunteering for the local Renaissance Faire alongside her teenaged niece? Or that the irritating and inscrutable schoolteacher in charge of the volunteers would be so annoying that she finds it impossible to stop thinking about him?The faire is Simon's family legacy and from the start he makes clear he doesn't have time for Emily's lighthearted approach to life, her oddball Shakespeare conspiracy theories, or her endless suggestions for new acts to shake things up. Yet on the faire grounds he becomes a different person, flirting freely with Emily when she's in her revealing wench's costume. But is this attraction real, or just part of the characters they're portraying?This summer was only ever supposed to be a pit stop on the way to somewhere else for Emily, but soon she can't seem to shake the fantasy of establishing something more with Simon, or a permanent home of her own in Willow Creek.All's faire in love and war for two sworn enemies who indulge in a harmless flirtation in a laugh-out-loud rom-com from debut author, Jen DeLuca.","Jen DeLuca","Jen DeLuca was born and raised near Richmond, Virginia, but now lives in Arizona with her husband and a houseful of rescue pets. She loves latte-flavored lattes, Hokies football, and the Oxford comma. Well Met is her first novel, inspired by her time volunteering as a pub wench with her local Renaissance Faire.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1704323397i%2F15033696._UX200_CR0%2C50%2C200%2C200_.jpg&w=256&q=75","319","3.83","75360","11004","September 3, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562773697l/43205122._SY475_.jpg","https://www.goodreads.com/book/show/43205122-well-met?from_choice=true","['18,332 (24%)', '31,885 (42%)', '19,919 (26%)', '4,311 (5%)', '913 (1%)']","96354","1713"
"Romance","['Urban Fantasy', 'Fantasy', 'Romance', 'Paranormal', 'Magic', 'Paranormal Romance', 'Audiobook']","3669","Sapphire Flames","From #1 New York Times bestselling author Ilona Andrew comes an enthralling new trilogy set in the Hidden Legacy world, where magic means power, and family bloodlines are the new currency of society…In a world where magic is the key to power and wealth, Catalina Baylor is a Prime, the highest rank of magic user, and the Head of her House. Catalina has always been afraid to use her unique powers, but when her friend’s mother and sister are murdered, Catalina risks her reputation and safety to unravel the mystery.But behind the scenes powerful forces are at work, and one of them is Alessandro Sagredo, the Italian Prime who was once Catalina’s teenage crush. Dangerous and unpredictable, Alessandro’s true motives are unclear, but he’s drawn to Catalina like a moth to a flame.To help her friend, Catalina must test the limits of her extraordinary powers, but doing so may cost her both her House–and her heart. ","Ilona Andrews","Ilona Andrews is the pseudonym for a husband-and-wife writing team. Ilona is a native-born Russian and Gordon is a former communications sergeant in the U.S. Army. Contrary to popular belief, Gordon was never an intelligence officer with a license to kill, and Ilona was never the mysterious Russian spy who seduced him. They met in college, in English Composition 101, where Ilona got a better grade. (Gordon is still sore about that.)Gordon and Ilona currently reside in Oregon with their two children, three dogs and a cat. They have co-authored two series, the bestselling urban fantasy of Kate Daniels and romantic urban fantasy of The Edge.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1588103544i%2F21748._UX200_CR0%2C50%2C200%2C200_.jpg&w=256&q=75","352","4.32","33443","3055","August 27, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560809402l/43603066.jpg","https://www.goodreads.com/book/show/43603066-sapphire-flames?from_choice=true","['16,929 (50%)', '11,554 (34%)', '4,032 (12%)', '566 (1%)', '362 (1%)']","15181","2428"
"Romance","['Romance', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Second Chance', 'Fiction', 'Adult']","3456","Beard Necessities","‘Beard Necessities’ is the conclusion of Billy Winston and Scarlet St. Claire's (aka Claire McClure) epic love story. It is a full-length contemporary romantic comedy and can be read as a stand-alone, but is probably best read after books 0.5, 2, 3, 5, and 6 of the Winston Brothers series.","Penny Reid","Sign up for the newsletter of awesome: www.pennyreid.ninja/newsletter Penny Reid is the New York Times, Wall Street Journal, and USA Today bestselling author of the Winston Brothers and Knitting in the City series. She used to spend her days writing federal grant proposals as a biomedical researcher, but now she writes kissing books. Penny is an obsessive knitter and manages the #OwnVoices-focused mentorship incubator / publishing imprint, Smartypants Romance. She lives in Seattle Washington with her husband, three kids, and dog named Hazel.FOLLOW PENNY:Facebook: www.facebook.com/pennyreidwriterTwitter: www.twitter.com/reidromanceInstagram:www.instagram.com/reidromanceJust Released:October 20, 2022:  Folk Around and Find Out, Good Folk: Modern Folktales, Book 2Upcoming Releases:December 13, 2022:  Drama King, Three Kings Series, Book 2Currently Working On:2023: Pride and Dad Jokes, Ideal Man, Book 1","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1548811001i%2F5997227._UX200_CR0%2C0%2C200%2C200_.jpg&w=256&q=75","334","4.25","16952","1808","November 4, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573827075l/53166909._SX318_SY475_.jpg","https://www.goodreads.com/book/show/53166909-beard-necessities?from_choice=true","['7,947 (46%)', '5,937 (35%)', '2,542 (14%)', '436 (2%)', '90 (<1%)']","18056","1399"
"Romance","['Romance', 'Slow Burn', 'Contemporary', 'Second Chance', 'Contemporary Romance', 'Sports', 'Sports Romance']","2215","The Best Thing","Some things are easily forgiven. Other things… not so much. Lenny DeMaio made herself a she was done. Done thinking about him. Done worrying about him. Done reaching out to a man who clearly didn’t want to be found. Too bad no one gave Jonah Collins the memo.","Mariana Zapata","","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1330380214i%2F5760202.jpg&w=256&q=75","478","3.95","38648","4449","August 7, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566226445l/52176814._SX318_SY475_.jpg","https://www.goodreads.com/book/show/52176814-the-best-thing?from_choice=true","['13,852 (35%)', '13,240 (34%)', '8,304 (21%)', '2,331 (6%)', '921 (2%)']","46286","5036"
"Romance","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Audiobook', 'Adult', 'Fiction']","1711","The Wallflower Wager","
They call him the Duke of Ruin.

To an undaunted wallflower, he's just the beast next door.
Wealthy and ruthless, Gabriel Duke clawed his way from the lowliest slums to the pinnacle of high society—and now he wants to get even.Loyal and passionate, Lady Penelope Campion never met a lost or wounded creature she wouldn’t take into her home and her heart.When her imposing—and attractive—new neighbor demands she clear out the rescued animals, Penny sets him a challenge. She will part with her precious charges, if he can find them loving homes.Done, Gabriel says. How hard can it be to find homes for a few kittens?And a two-legged dog.And a foul-mouthed parrot.And a goat, an otter, a hedgehog . . .Easier said than done, for a cold-blooded bastard who wouldn’t know a loving home from a workhouse. Soon he’s covered in cat hair, knee-deep in adorable, and bewitched by a shyly pretty spinster who defies his every attempt to resist. Now she’s set her mind and heart on saving him.Not if he ruins her first.","Tessa Dare","Sign up for Tessa's newsletter and be the first to hear about new books and hot deals! http://tessadare.com/newsletter-signup/Tessa Dare is the New York Times and USA Today bestselling author of fourteen historical romance novels and five novellas. Her books have won numerous accolades, including Romance Writers of America’s prestigious RITA® award (twice!) and the RT Book Reviews Seal of Excellence. Booklist magazine named her one of the “new stars of historical romance,"" and her books have been contracted for translation in more than a dozen languages.A librarian by training and a booklover at heart, Tessa makes her home in Southern California, where she lives with her husband, their two children, and a trio of cosmic kitties.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1242150259i%2F2752928._UX200_CR0%2C50%2C200%2C200_.jpg&w=256&q=75","256","3.96","32993","4385","August 13, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552950500l/43616063.jpg","https://www.goodreads.com/book/show/43616063-the-wallflower-wager?from_choice=true","['10,019 (30%)', '13,701 (41%)', '7,569 (22%)', '1,407 (4%)', '297 (<1%)']","18556","2260"
"Romance","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Audiobook', 'Adult']","1335","Brazen and the Beast","The Lady’s PlanWhen Lady Henrietta Sedley declares her twenty-ninth year her own, she has plans to inherit her father’s business, to make her own fortune, and to live her own life. But first, she intends to experience a taste of the pleasure she’ll forgo as a confirmed spinster. Everything is going perfectly... until she discovers the most beautiful man she’s ever seen tied up in her carriage and threatening to ruin the Year of Hattie before it’s even begun.The Bastard’s ProposalWhen he wakes in a carriage at Hattie’s feet, Whit, a king of Covent Garden known to all the world as Beast, can’t help but wonder about the strange woman who frees him—especially when he discovers she’s headed for a night of pleasure... on his turf. He is more than happy to offer Hattie all she desires... for a price.An Unexpected PassionSoon, Hattie and Whit find themselves rivals in business and pleasure. She won’t give up her plans; he won’t give up his power... and neither of them sees that if they’re not careful, they’ll have no choice but to give up everything... including their hearts.","Sarah MacLean","New York Times, Washington Post & USA Today bestseller Sarah MacLean is the author of historical romance novels. Translated into more than twenty-five languages, the books that make up “The MacLeaniverse” are beloved by readers worldwide. In addition to her novels, Sarah is a leading advocate for the romance genre, speaking widely on its place as a feminist text and a cultural bellwether. A columnist for the New York Times, the Washington Post and Bustle, she is the co-host of the weekly romance podcast, Fated Mates. A Rhode Island native, Sarah now lives in New York City. ","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1499444204i%2F1598076._UX200_CR0%2C0%2C200%2C200_.jpg&w=256&q=75","352","4.08","16976","2176","July 30, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545828818l/42079209.jpg","https://www.goodreads.com/book/show/42079209-brazen-and-the-beast?from_choice=true","['6,297 (37%)', '6,649 (39%)', '3,205 (18%)', '663 (3%)', '162 (<1%)']","12551","1428"
"Science Fiction","['Science Fiction', 'Fiction', 'Thriller', 'Time Travel', 'Audiobook', 'Book Club', 'Mystery']","41261","Recursion","Memory makes reality.That's what NYC cop Barry Sutton is learning, as he investigates the devastating phenomenon the media has dubbed False Memory Syndrome—a mysterious affliction that drives its victims mad with memories of a life they never lived.That's what neuroscientist Helena Smith believes. It's why she's dedicated her life to creating a technology that will let us preserve our most precious memories. If she succeeds, anyone will be able to re-experience a first kiss, the birth of a child, the final moment with a dying parent.As Barry searches for the truth, he comes face to face with an opponent more terrifying than any disease—a force that attacks not just our minds, but the very fabric of the past. And as its effects begin to unmake the world as we know it, only he and Helena, working together, will stand a chance at defeating it.But how can they make a stand when reality itself is shifting and crumbling all around them?At once a relentless pageturner and an intricate science-fiction puzzlebox about time, identity, and memory, Recursion is a thriller as only Blake Crouch could imagine it—and his most ambitious, mind-boggling, irresistible work to date.","Blake Crouch","Blake Crouch is a bestselling novelist and screenwriter. He is the author of the forthcoming novel, Dark Matter, for which he is writing the screenplay for Sony Pictures. His international-bestselling Wayward Pines trilogy was adapted into a television series for FOX, executive produced by M. Night Shyamalan, that was Summer 2015’s #1 show. With Chad Hodge, Crouch also created Good Behavior, the TNT television show starring Michelle Dockery based on his Letty Dobesh novellas. He has written more than a dozen novels that have been translated into over thirty languages and his short fiction has appeared in numerous publications including Ellery Queen and Alfred Hitchcock Mystery Magazine. Crouch lives in Colorado with his family.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1479398727i%2F442240._UY200_CR77%2C0%2C200%2C200_.jpg&w=256&q=75","326","4.17","282473","34277","June 11, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543687940l/42046112.jpg","https://www.goodreads.com/book/show/42046112-recursion?from_choice=true","['113,237 (40%)', '115,696 (40%)', '43,076 (15%)', '8,383 (2%)', '2,081 (<1%)']","12595","15852"
"Science Fiction","['Science Fiction', 'Fantasy', 'Fiction', 'Audiobook', 'Dystopia', 'Space Opera', 'Adult']","35556","Dark Age","For a decade Darrow led a revolution against the corrupt color-coded Society. Now, outlawed by the very Republic he founded, he wages a rogue war on Mercury in hopes that he can still salvage the dream of Eo. But as he leaves death and destruction in his wake, is he still the hero who broke the chains? Or will another legend rise to take his place?Lysander au Lune, the heir in exile, has returned to the Core. Determined to bring peace back to mankind at the edge of his sword, he must overcome or unite the treacherous Gold families of the Core and face down Darrow over the skies of war-torn Mercury. But theirs are not the only fates hanging in the balance.On Luna, Mustang, Sovereign of the Republic, campaigns to unite the Republic behind her husband. Beset by political and criminal enemies, can she outwit her opponents in time to save him? Once a Red refugee, young Lyria now stands accused of treason, and her only hope is a desperate escape with unlikely new allies.Abducted by a new threat to the Republic, Pax and Electra, the children of Darrow and Sevro, must trust in Ephraim, a thief, for their salvation—and Ephraim must look to them for his chance at redemption.As alliances shift, break, and re-form—and power is seized, lost, and reclaimed—every player is at risk in a game of conquest that could turn the Rising into a new Dark Age.The #1 New York Times bestselling author of Morning Star returns to the Red Rising universe with the thrilling sequel to Iron Gold.","Pierce Brown","Hello. I'm Pierce Brown, the author of the Red Rising Saga, a NYT #1 bestseller. I figured I'd write you myself than have corporate copy pasted below my totally natural author photo. In my books you'll find stories of men and women finding their inner strength when all seems lost. You'll also find me exploring themes of love, violence, hope, and power--what it means, why people seek it, and how they hold onto it.IG @piercebrownofficial Twitter @pierce_brown ","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1417558860i%2F6474348._UX200_CR0%2C33%2C200%2C200_.jpg&w=256&q=75","758","4.49","97934","8878","July 30, 2019","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525464553l/37678631.jpg","https://www.goodreads.com/book/show/37678631-dark-age?from_choice=true","['60,106 (61%)', '28,237 (28%)', '7,692 (7%)', '1,467 (1%)', '432 (<1%)']","29302","2521"
